timestamp,gps_time,gps_time_valid,utc_time,utc_time_valid,model_and_serial_number,raw_host_timestamp,latitude,longitude,height_above_ellipsoid,utm_northing,utm_easting,utm_down,utm_zone,height_above_msl,horizontal_accuracy,vertical_accuracy,lat_and_long_valid,ellipsoid_height_valid,msl_height_valid,horizontal_accuracy_valid,vertical_accuracy_valid,velocity_north,velocity_east,velocity_down,velocity_speed,velocity_ground_speed,velocity_heading,velocity_speed_accuracy,velocity_heading_accuracy,velocity_ned_velocity_valid,velocity_speed_valid,velocity_ground_speed_valid,velocity_heading_valid,velocity_speed_accuracy_valid,velocity_heading_accuracy_valid
1638029070452398,1322064025499924,True,1638028807499000,True,3DM-RQ1-45-ST-6239-38440,1638029070452398,56.9628807,-4.4089044,368.265,6314137.065190749,414330.35213368735,-368.265,30V,317.286,4.247000217437744,7.978000164031982,True,True,True,True,True,0.0,0.009999999776482582,0.07999999821186066,0.07999999821186066,0.009999999776482582,328.1500244140625,0.5099999904632568,40.485877990722656,True,True,True,True,True,True
1638029070705416,1322064025749925,True,1638028807749000,True,3DM-RQ1-45-ST-6239-38440,1638029070705416,56.9628805,-4.4089047,368.28000000000003,6314137.043306627,414330.33343444904,-368.28000000000003,30V,317.301,4.250999927520752,7.989999771118164,True,True,True,True,True,-0.029999999329447746,-0.009999999776482582,0.07999999821186066,0.08999999612569809,0.03999999910593033,328.1500244140625,0.5799999833106995,40.501888275146484,True,True,True,True,True,True
1638029070950574,1322064025999925,True,1638028808000000,True,3DM-RQ1-45-ST-6239-38440,1638029070950574,56.9628799,-4.4089051999999995,368.28700000000003,6314136.977152816,414330.30165708927,-368.28700000000003,30V,317.309,4.255000114440918,8.001999855041504,True,True,True,True,True,-0.12999999523162842,-0.05999999865889549,0.08999999612569809,0.17000000178813934,0.14000000059604645,328.1500244140625,0.6800000071525574,40.52064895629883,True,True,True,True,True,True
1638029071196344,1322064026249925,True,1638028808249000,True,3DM-RQ1-45-ST-6239-38440,1638029071196344,56.962879799999996,-4.4089056,368.266,6314136.966524161,414330.2771072442,-368.266,30V,317.28700000000003,4.257999897003174,8.012999534606934,True,True,True,True,True,-0.10999999940395355,-0.03999999910593033,0.08999999612569809,0.14999999105930328,0.11999999731779099,328.1500244140625,0.6599999666213989,40.538997650146484,True,True,True,True,True,True
1638029071445613,1322064026499926,True,1638028808499000,True,3DM-RQ1-45-ST-6239-38440,1638029071456255,56.9628802,-4.4089051,368.45,6314137.010417766,414330.30842563417,-368.45,30V,317.471,4.26200008392334,8.024999618530273,True,True,True,True,True,-0.03999999910593033,0.05999999865889549,0.05999999865889549,0.09999999403953552,0.07000000029802322,328.1500244140625,0.5999999642372131,40.55570983886719,True,True,True,True,True,True
1638029071694881,1322064026749926,True,1638028808749000,True,3DM-RQ1-45-ST-6239-38440,1638029071703220,56.962880299999995,-4.4089056,368.46500000000003,6314137.022174678,414330.2782546702,-368.46500000000003,30V,317.486,4.265999794006348,8.03600025177002,True,True,True,True,True,-0.019999999552965164,0.009999999776482582,0.05999999865889549,0.07000000029802322,0.019999999552965164,328.1500244140625,0.5600000023841858,40.57123947143555,True,True,True,True,True,True
1638029071944150,1322064026999927,True,1638028809000000,True,3DM-RQ1-45-ST-6239-38440,1638029071954778,56.962879799999996,-4.408906,368.398,6314136.967025609,414330.2527868843,-368.398,30V,317.42,4.270999908447266,8.050000190734863,True,True,True,True,True,-0.08999999612569809,-0.019999999552965164,0.07999999821186066,0.11999999731779099,0.08999999612569809,328.1500244140625,0.6800000071525574,40.590049743652344,True,True,True,True,True,True
1638029072205350,1322064027249927,True,1638028809249000,True,3DM-RQ1-45-ST-6239-38440,1638029072205350,56.96288,-4.4089063,368.433,6314136.989661901,414330.2350055846,-368.433,30V,317.454,4.27400016784668,8.060999870300293,True,True,True,True,True,-0.03999999910593033,-0.009999999776482582,0.07000000029802322,0.07999999821186066,0.03999999910593033,328.1500244140625,0.6100000143051147,40.606998443603516,True,True,True,True,True,True
1638029072452155,1322064027499928,True,1638028809499000,True,3DM-RQ1-45-ST-6239-38440,1638029072452155,56.9628799,-4.4089067,368.435,6314136.979033245,414330.21045574115,-368.435,30V,317.457,4.2779998779296875,8.069000244140625,True,True,True,True,True,-0.03999999910593033,-0.019999999552965164,0.07000000029802322,0.07999999821186066,0.03999999910593033,328.1500244140625,0.5999999642372131,40.62371826171875,True,True,True,True,True,True
1638029072703316,1322064027749928,True,1638028809749000,True,3DM-RQ1-45-ST-6239-38440,1638029072703731,56.9628802,-4.4089068,368.464,6314137.012548919,414330.20506410615,-368.464,30V,317.486,4.2820000648498535,8.076000213623047,True,True,True,True,True,0.0,-0.009999999776482582,0.07000000029802322,0.07000000029802322,0.009999999776482582,328.1500244140625,0.5299999713897705,40.63833999633789,True,True,True,True,True,True
