timestamp,gps_time,gps_time_valid,utc_time,utc_time_valid,model_and_serial_number,raw_host_timestamp,latitude,longitude,height_above_ellipsoid,utm_northing,utm_easting,utm_down,utm_zone,height_above_msl,horizontal_accuracy,vertical_accuracy,lat_and_long_valid,ellipsoid_height_valid,msl_height_valid,horizontal_accuracy_valid,vertical_accuracy_valid,velocity_north,velocity_east,velocity_down,velocity_speed,velocity_ground_speed,velocity_heading,velocity_speed_accuracy,velocity_heading_accuracy,velocity_ned_velocity_valid,velocity_speed_valid,velocity_ground_speed_valid,velocity_heading_valid,velocity_speed_accuracy_valid,velocity_heading_accuracy_valid
1637843660154680,1321878618999928,True,1637843401000000,True,3DM-RQ1-45-ST-6239-38440,1637843660154680,56.9723075,-4.4274664999999995,330.959,6315209.6981987525,413223.680964128,-330.959,30V,279.964,5.478000164031982,6.696000099182129,True,True,True,True,True,0.09999999403953552,0.009999999776482582,0.03999999910593033,0.10999999940395355,0.09999999403953552,73.01959991455078,0.8399999737739563,57.585166931152344,True,True,True,True,True,True
1637843660409089,1321878619249929,True,1637843401249000,True,3DM-RQ1-45-ST-6239-38440,1637843660409089,56.9723086,-4.4274645999999995,330.91200000000003,6315209.818216759,413223.7990141502,-330.91200000000003,30V,279.91700000000003,5.482999801635742,6.699999809265137,True,True,True,True,True,0.23999999463558197,0.19999998807907104,0.03999999910593033,0.3100000023841858,0.3100000023841858,73.01959991455078,0.8199999928474426,57.601287841796875,True,True,True,True,True,True
1637843660652654,1321878619499929,True,1637843401499000,True,3DM-RQ1-45-ST-6239-38440,1637843660652654,56.97231,-4.427466,330.559,6315209.97581585,413223.7171701507,-330.559,30V,279.564,5.48799991607666,6.705999851226807,True,True,True,True,True,0.38999998569488525,0.07000000029802322,0.10999999940395355,0.4099999964237213,0.3999999761581421,73.01959991455078,0.8700000047683716,57.61824035644531,True,True,True,True,True,True
1637843660903255,1321878619749930,True,1637843401749000,True,3DM-RQ1-45-ST-6239-38440,1637843660903615,56.9723093,-4.4274654,330.577,6315209.8971433,413223.75201361696,-330.577,30V,279.581,5.48799991607666,6.706999778747559,True,True,True,True,True,0.3199999928474426,0.14999999105930328,0.10999999940395355,0.3700000047683716,0.3499999940395355,73.01959991455078,0.8299999833106995,57.6345100402832,True,True,True,True,True,True
1637843661153855,1321878619999930,True,1637843402000000,True,3DM-RQ1-45-ST-6239-38440,1637843661154745,56.9723094,-4.4274648999999995,330.516,6315209.907638406,413223.78263882035,-330.516,30V,279.52,5.48799991607666,6.710000038146973,True,True,True,True,True,0.3199999928474426,0.17999999225139618,0.11999999731779099,0.38999998569488525,0.3700000047683716,73.01959991455078,0.8199999928474426,57.65052032470703,True,True,True,True,True,True
1637843661405535,1321878620249931,True,1637843402249000,True,3DM-RQ1-45-ST-6239-38440,1637843661405718,56.972310199999995,-4.427465499999999,330.262,6315209.997441041,413223.7480278876,-330.262,30V,279.267,5.484000205993652,6.7129998207092285,True,True,True,True,True,0.3700000047683716,0.11999999731779099,0.1599999964237213,0.41999998688697815,0.38999998569488525,73.01959991455078,0.8100000023841858,57.6662483215332,True,True,True,True,True,True
1637843661656495,1321878620499931,True,1637843402499000,True,3DM-RQ1-45-ST-6239-38440,1637843661659934,56.9723105,-4.4274656,330.044,6315210.030958286,413223.74264695623,-330.044,30V,279.049,5.480999946594238,6.716000080108643,True,True,True,True,True,0.35999998450279236,0.10999999940395355,0.19999998807907104,0.429999977350235,0.3799999952316284,73.01959991455078,0.7799999713897705,57.68149948120117,True,True,True,True,True,True
1637843661901309,1321878620749932,True,1637843402749000,True,3DM-RQ1-45-ST-6239-38440,1637843661901309,56.972311,-4.4274654,329.887,6315210.08635471,413223.75596669456,-329.887,30V,278.892,5.480000019073486,6.7210001945495605,True,True,True,True,True,0.3999999761581421,0.12999999523162842,0.2199999988079071,0.4699999988079071,0.41999998688697815,73.01959991455078,0.7799999713897705,57.69677734375,True,True,True,True,True,True
1637843662151365,1321878620999932,True,1637843403000000,True,3DM-RQ1-45-ST-6239-38440,1637843662158745,56.9723117,-4.4274656,329.711,6315210.164519281,413223.7454373644,-329.711,30V,278.71500000000003,5.480000019073486,6.72599983215332,True,True,True,True,True,0.4099999964237213,0.07000000029802322,0.23999999463558197,0.4899999797344208,0.41999998688697815,73.01959991455078,0.7799999713897705,57.7120475769043,True,True,True,True,True,True
1637843662400821,1321878621249933,True,1637843403249000,True,3DM-RQ1-45-ST-6239-38440,1637843662400821,56.972311899999994,-4.427466,329.539,6315210.1872874275,413223.72158829815,-329.539,30V,278.544,5.480999946594238,6.732999801635742,True,True,True,True,True,0.29999998211860657,-0.009999999776482582,0.25,0.38999998569488525,0.29999998211860657,73.01959991455078,0.7400000095367432,57.726409912109375,True,True,True,True,True,True
