timestamp,gps_time,gps_time_valid,utc_time,utc_time_valid,model_and_serial_number,raw_host_timestamp,latitude,longitude,height_above_ellipsoid,utm_northing,utm_easting,utm_down,utm_zone,height_above_msl,horizontal_accuracy,vertical_accuracy,lat_and_long_valid,ellipsoid_height_valid,msl_height_valid,horizontal_accuracy_valid,vertical_accuracy_valid,velocity_north,velocity_east,velocity_down,velocity_speed,velocity_ground_speed,velocity_heading,velocity_speed_accuracy,velocity_heading_accuracy,velocity_ned_velocity_valid,velocity_speed_valid,velocity_ground_speed_valid,velocity_heading_valid,velocity_speed_accuracy_valid,velocity_heading_accuracy_valid
1637940950106623,1321975906749727,True,1637940688749000,True,3DM-RQ1-45-ST-6239-38440,1637940950106623,56.9723111,-4.4274772,331.41,6315210.112470273,413223.03893226164,-331.41,30V,280.415,6.425000190734863,11.727999687194824,True,True,True,True,True,0.23999999463558197,0.3100000023841858,0.10999999940395355,0.4099999964237213,0.38999998569488525,9.862909317016602,0.8199999928474426,48.790348052978516,True,True,True,True,True,True
1637940950371340,1321975906999729,True,1637940689000000,True,3DM-RQ1-45-ST-6239-38440,1637940950371340,56.972311499999996,-4.4274759,331.26300000000003,6315210.1553396555,413223.1188833418,-331.26300000000003,30V,280.267,6.435999870300293,11.732000350952148,True,True,True,True,True,0.26999998092651367,0.3499999940395355,0.11999999731779099,0.4599999785423279,0.4399999976158142,9.862909317016602,0.8299999833106995,48.809417724609375,True,True,True,True,True,True
1637940950603641,1321975907249730,True,1637940689249000,True,3DM-RQ1-45-ST-6239-38440,1637940950603641,56.9723111,-4.4274759999999995,331.207,6315210.110946321,413223.1118746641,-331.207,30V,280.212,6.445000171661377,11.736000061035156,True,True,True,True,True,0.20999999344348907,0.22999998927116394,0.12999999523162842,0.3400000035762787,0.3100000023841858,9.862909317016602,0.7999999523162842,48.82773971557617,True,True,True,True,True,True
1637940950852151,1321975907499732,True,1637940689499000,True,3DM-RQ1-45-ST-6239-38440,1637940950859236,56.9723103,-4.4274762999999995,331.079,6315210.022286644,413223.09177877824,-331.079,30V,280.084,6.453999996185303,11.743000030517578,True,True,True,True,True,0.11999999731779099,0.17000000178813934,0.14999999105930328,0.25999999046325684,0.20999999344348907,9.862909317016602,0.7199999690055847,48.8442497253418,True,True,True,True,True,True
1637940951100659,1321975907749733,True,1637940689749000,True,3DM-RQ1-45-ST-6239-38440,1637940951109190,56.9723106,-4.4274767,331.264,6315210.056184878,413223.0681622505,-331.264,30V,280.26800000000003,6.460999965667725,11.744000434875488,True,True,True,True,True,0.09999999403953552,0.019999999552965164,0.11999999731779099,0.1599999964237213,0.09999999403953552,9.862909317016602,0.6499999761581421,48.85928726196289,True,True,True,True,True,True
1637940951361965,1321975907999735,True,1637940690000000,True,3DM-RQ1-45-ST-6239-38440,1637940951366756,56.9723103,-4.427477,331.216,6315210.023175617,413223.0492290412,-331.216,30V,280.221,6.4679999351501465,11.744999885559082,True,True,True,True,True,0.07000000029802322,0.009999999776482582,0.11999999731779099,0.14000000059604645,0.07000000029802322,9.862909317016602,0.6200000047683716,48.87348937988281,True,True,True,True,True,True
1637940951607383,1321975908249736,True,1637940690249000,True,3DM-RQ1-45-ST-6239-38440,1637940951607383,56.9723104,-4.427476599999999,331.233,6315210.033797715,413223.0737757123,-331.233,30V,280.238,6.482999801635742,11.74899959564209,True,True,True,True,True,0.08999999612569809,0.03999999910593033,0.11999999731779099,0.14999999105930328,0.08999999612569809,9.862909317016602,0.6699999570846558,48.88882064819336,True,True,True,True,True,True
1637940951858319,1321975908499738,True,1637940690499000,True,3DM-RQ1-45-ST-6239-38440,1637940951861530,56.9723091,-4.427477,330.987,6315209.889614621,413223.04643861076,-330.987,30V,279.992,6.488999843597412,11.74899959564209,True,True,True,True,True,0.019999999552965164,0.07000000029802322,0.14999999105930328,0.17000000178813934,0.07999999821186066,9.862909317016602,0.5899999737739563,48.90237045288086,True,True,True,True,True,True
1637940952108075,1321975908749739,True,1637940690749000,True,3DM-RQ1-45-ST-6239-38440,1637940952108075,56.972307799999996,-4.4274777,330.771,6315209.745812515,413223.0008659064,-330.771,30V,279.77500000000003,6.504000186920166,11.758999824523926,True,True,True,True,True,-0.03999999910593033,0.05999999865889549,0.17000000178813934,0.17999999225139618,0.07000000029802322,9.862909317016602,0.6399999856948853,48.91706848144531,True,True,True,True,True,True
1637940952358814,1321975908999741,True,1637940691000000,True,3DM-RQ1-45-ST-6239-38440,1637940952361493,56.972308999999996,-4.427476899999999,331.089,6315209.878357542,413223.0522846103,-331.089,30V,280.094,6.508999824523926,11.765000343322754,True,True,True,True,True,0.07999999821186066,0.029999999329447746,0.12999999523162842,0.14999999105930328,0.08999999612569809,9.862909317016602,0.6399999856948853,48.93172836303711,True,True,True,True,True,True
