timestamp,gps_time,gps_time_valid,utc_time,utc_time_valid,model_and_serial_number,raw_host_timestamp,latitude,longitude,height_above_ellipsoid,utm_northing,utm_easting,utm_down,utm_zone,height_above_msl,horizontal_accuracy,vertical_accuracy,lat_and_long_valid,ellipsoid_height_valid,msl_height_valid,horizontal_accuracy_valid,vertical_accuracy_valid,velocity_north,velocity_east,velocity_down,velocity_speed,velocity_ground_speed,velocity_heading,velocity_speed_accuracy,velocity_heading_accuracy,velocity_ned_velocity_valid,velocity_speed_valid,velocity_ground_speed_valid,velocity_heading_valid,velocity_speed_accuracy_valid,velocity_heading_accuracy_valid
1638026655949722,1322061610999771,True,1638026393000000,True,3DM-RQ1-45-ST-6239-38440,1638026655949722,56.962927799999996,-4.4087809,367.76300000000003,6314142.152654537,414337.9691226168,-367.76300000000003,30V,316.784,9.473999977111816,17.937999725341797,True,True,True,True,True,0.17000000178813934,0.04999999701976776,-0.07999999821186066,0.1899999976158142,0.17999999225139618,318.41259765625,1.0499999523162842,46.01308059692383,True,True,True,True,True,True
1638026656192133,1322061611249772,True,1638026393249000,True,3DM-RQ1-45-ST-6239-38440,1638026656192133,56.9629285,-4.408780999999999,367.915,6314142.230690611,414337.9646487903,-367.915,30V,316.937,9.472000122070312,17.941999435424805,True,True,True,True,True,0.11999999731779099,0.019999999552965164,-0.07999999821186066,0.14999999105930328,0.11999999731779099,318.41259765625,1.0299999713897705,46.03818893432617,True,True,True,True,True,True
1638026656442659,1322061611499772,True,1638026393499000,True,3DM-RQ1-45-ST-6239-38440,1638026656444187,56.9629287,-4.4087822,368.12600000000003,6314142.254455029,414337.8921467365,-368.12600000000003,30V,317.147,9.470000267028809,17.94499969482422,True,True,True,True,True,0.03999999910593033,-0.07000000029802322,-0.08999999612569809,0.11999999731779099,0.07999999821186066,318.41259765625,0.75,46.05649948120117,True,True,True,True,True,True
1638026656692495,1322061611749773,True,1638026393749000,True,3DM-RQ1-45-ST-6239-38440,1638026656692495,56.9629299,-4.4087822,368.425,6314142.388016272,414337.8949003194,-368.425,30V,317.446,9.475000381469727,17.952999114990234,True,True,True,True,True,0.03999999910593033,-0.07000000029802322,-0.10999999940395355,0.14000000059604645,0.07999999821186066,318.41259765625,0.75,46.07490921020508,True,True,True,True,True,True
1638026656942848,1322061611999773,True,1638026394000000,True,3DM-RQ1-45-ST-6239-38440,1638026656947494,56.9629317,-4.4087815,368.752,6314142.587480682,414337.9415912641,-368.752,30V,317.774,9.472000122070312,17.958999633789062,True,True,True,True,True,0.08999999612569809,-0.04999999701976776,-0.12999999523162842,0.17000000178813934,0.09999999403953552,318.41259765625,0.8700000047683716,46.096248626708984,True,True,True,True,True,True
1638026657193202,1322061612249773,True,1638026394249000,True,3DM-RQ1-45-ST-6239-38440,1638026657193612,56.962932099999996,-4.4087813,368.808,6314142.631750394,414337.9546692887,-368.808,30V,317.83,9.470000267028809,17.961999893188477,True,True,True,True,True,0.07000000029802322,0.0,-0.12999999523162842,0.14999999105930328,0.07000000029802322,318.41259765625,0.9199999570846558,46.11859893798828,True,True,True,True,True,True
1638026657443557,1322061612499774,True,1638026394499000,True,3DM-RQ1-45-ST-6239-38440,1638026657446333,56.962932699999996,-4.408780699999999,368.874,6314142.697778912,414337.9925265674,-368.874,30V,317.895,9.467000007629395,17.964000701904297,True,True,True,True,True,0.10999999940395355,0.07000000029802322,-0.12999999523162842,0.1899999976158142,0.12999999523162842,318.41259765625,1.0,46.14292907714844,True,True,True,True,True,True
1638026657693910,1322061612749774,True,1638026394749000,True,3DM-RQ1-45-ST-6239-38440,1638026657697478,56.9629322,-4.4087808,368.72,6314142.642253745,414337.9852991612,-368.72,30V,317.741,9.461999893188477,17.964000701904297,True,True,True,True,True,0.09999999403953552,0.09999999403953552,-0.10999999940395355,0.17999999225139618,0.14999999105930328,318.41259765625,0.9799999594688416,46.16682052612305,True,True,True,True,True,True
1638026657945289,1322061612999775,True,1638026395000000,True,3DM-RQ1-45-ST-6239-38440,1638026657945939,56.962931999999995,-4.408780699999999,368.641,6314142.619868188,414337.99092031235,-368.641,30V,317.663,9.454000473022461,17.966999053955078,True,True,True,True,True,0.07999999821186066,0.10999999940395355,-0.09999999403953552,0.17000000178813934,0.14000000059604645,318.41259765625,0.949999988079071,46.189979553222656,True,True,True,True,True,True
1638026658192147,1322061613249775,True,1638026395249000,True,3DM-RQ1-45-ST-6239-38440,1638026658192147,56.9629325,-4.4087811,368.765,6314142.676020109,414337.9677473113,-368.765,30V,317.786,9.446000099182129,17.958999633789062,True,True,True,True,True,0.08999999612569809,0.04999999701976776,-0.09999999403953552,0.14000000059604645,0.09999999403953552,318.41259765625,0.9799999594688416,46.21384048461914,True,True,True,True,True,True
